vector,label
"[34.473322754689875, 34.249916223732136, 34.13233001550707, 35.38648574345268, 34.89093319991932]",0
"[35.52858277635172, 35.16752711821493, 37.77109727916679, 54.402439657926166, 36.832418091068206]",1
"[34.57730564364388, 34.6049014095871, 35.10450370165076, 34.922819977435005, 35.64761529424631]",0
"[34.53800550802121, 35.09577278924488, 34.953069218036475, 34.7563242972047, 35.227487936676006]",0
"[35.145774791809345, 35.03577202688156, 34.64615368323098, 34.44951841401496, 35.220841220265974]",0
"[34.528316117458154, 34.87816303107381, 35.302330611697585, 34.862240470007876, 34.66030981523243]",0
"[35.55789386148881, 35.301048094928454, 34.71521947790048, 35.07158614186581, 35.34297103364844]",0
"[35.06245596734555, 35.33810126726475, 34.292135463591094, 35.01623339237101, 34.541311375393605]",0
"[34.92637459230466, 34.995137597280525, 34.70524304361218, 34.82326088560452, 34.47345538094244]",0
"[34.66221535839583, 35.6186803722868, 36.19398205612639, 58.544756016363024, 36.31930253453756]",1
"[35.057196398135254, 35.43199371589451, 35.03004293749112, 34.3106900071538, 35.33681229634654]",0
"[34.563824347037155, 35.5267844559036, 35.190466838229376, 34.77456369048122, 34.993963373527095]",0
"[34.74863636187336, 35.25084162710946, 35.092714635919094, 34.39130924623899, 35.15632019227429]",0
"[34.89772163412207, 35.08630438490143, 35.14513432380863, 35.3260332811736, 34.1433347287943]",0
"[35.08924195343128, 36.02299958940786, 62.41139680312152, 38.04177681132601, 35.02595558820757]",1
"[35.32951804195928, 35.11026936144645, 34.368374348349924, 35.212752614036454, 35.31519853864837]",0
"[52.04933012754942, 36.60699868147657, 35.38426622298487, 36.319416209312315, 34.572318746163816]",1
"[35.03823891580352, 34.64736056702566, 34.607400771345965, 34.51930709354471, 34.925451229921606]",0
"[34.369141193365266, 35.857291383593555, 34.90680590596717, 35.12661129268696, 34.9932712960146]",0
"[34.48827178326056, 33.98572038020253, 35.17976779693367, 35.08705551901084, 34.36988394147142]",0
"[34.85102036291481, 35.24835203279369, 34.94827725959407, 35.29182488042593, 35.47828452082083]",0
"[34.55700092189641, 35.09986438590252, 34.43215450779634, 36.05400745895145, 34.934060687657166]",0
"[35.199351941974676, 35.36295799735438, 34.85893581264192, 35.24447034953795, 34.70473192659639]",0
"[34.7632801207253, 34.5676684707615, 34.83401663203259, 34.69637927908786, 34.7697041424361]",0
"[34.78667049644264, 34.74772729727292, 37.4778347068401, 62.94542813838037, 36.229697238489656]",1
"[35.400248426219534, 35.103774334005614, 35.23280470706454, 35.37437895026392, 35.303106792160996]",0
"[34.55575061487384, 37.14056232926019, 50.26910656010064, 36.34765694127266, 34.76753989723504]",1
"[34.91516558707567, 35.46346772671706, 34.49324144172679, 35.07797140995759, 34.84197455026572]",0
"[34.472253327670856, 35.224772221742455, 34.985121376569836, 34.375527977603596, 35.07393909193184]",0
"[35.249057882766195, 35.02691481119006, 34.464370808455456, 35.406758456012064, 34.89984210943686]",0
"[34.92174742704278, 34.89037356227317, 37.01095119379705, 55.50479465066745, 37.67439955421721]",1
"[35.47566059312069, 34.862694458780105, 34.380448186991146, 35.378491930674684, 34.4573909526574]",0
"[35.098854452545595, 35.24000307471969, 34.8717900298024, 35.68111417962305, 35.474749569063356]",0
"[35.36338455995389, 35.09645447419802, 34.88916193017374, 35.03828127455601, 35.062161849814586]",0
"[34.57870207362101, 35.109220394892624, 35.1281737756457, 35.34003165804266, 35.195836423127595]",0
"[35.91489778629264, 34.68866716109794, 34.37739486662337, 35.134154708974414, 35.213390811235804]",0
"[34.87323843948718, 34.92184925126813, 35.56633469313606, 35.24243430881029, 34.98561909894133]",0
"[35.36511864455357, 34.78259179396108, 34.89706985399453, 34.48690917244602, 34.82991109856194]",0
"[34.34968190244556, 34.99631497296426, 35.164365264820255, 34.50146183537577, 34.05699071850548]",0
"[34.84562741348482, 35.243889637164806, 34.95580775643489, 34.49625660758962, 35.18793251742355]",0
"[34.63648365329583, 34.57673690619425, 35.03334797789779, 35.74094481988188, 35.15511039705008]",0
"[34.446681403530164, 35.007677290432724, 35.05157070506518, 34.509736948597954, 35.32726801811171]",0
"[34.64748452682613, 34.56419848134208, 35.455680009389994, 34.9074381008246, 35.60221330818719]",0
"[36.898380425490885, 50.518715778147765, 37.03419247366788, 35.82139009001099, 34.23327863564777]",1
"[34.80086404138485, 36.06922848044605, 34.755682898337625, 34.67290836764327, 34.81437426867085]",0
"[34.72619875614128, 35.10603420716879, 34.971530371522356, 35.14956094531966, 34.54789421770035]",0
"[35.86685436430556, 34.480898931056714, 34.945842860642536, 36.73359087265209, 50.082218848952024]",1
"[34.64660048546377, 34.893711434539135, 35.39396833517105, 34.32089923530949, 35.02611821788975]",0
"[34.57098472331822, 35.85491753426068, 36.259593610087855, 34.88949882494504, 34.57581665477953]",0
"[35.96581103147553, 34.8401553084908, 35.52565459815673, 33.879147182865516, 34.2080836001027]",0
"[34.90982875543321, 34.488736859323694, 35.163995622049065, 34.68265792538655, 35.57076416038321]",0
"[34.41537510663818, 35.39661616358961, 35.505089949971996, 35.281859558310735, 34.72837206006742]",0
"[34.87100705181308, 34.541479080826406, 35.455456000824796, 35.32384087560674, 34.93530948127565]",0
"[35.3326323586111, 34.92931671125194, 35.980039562999224, 34.98135933582418, 34.828967530867445]",0
"[35.44254255882908, 35.474010448986924, 35.2719203331608, 34.85119791311745, 35.215176384244494]",0
"[35.16499119648121, 34.9336190478495, 37.070147081607956, 51.4691047550756, 36.51710371086396]",1
"[62.79995523849539, 36.575936312366146, 34.91590830775059, 34.875311922737694, 35.38301530833402]",1
"[34.50940300379449, 35.54511881762911, 34.76729001872989, 34.96428663294926, 34.637343296003564]",0
"[35.04838948839434, 34.251974177921575, 34.935113023503746, 34.562329288746696, 34.14288967387328]",0
"[55.57151581328201, 37.00106606310713, 35.17856232957345, 34.51876212121082, 35.5464290288705]",1
"[57.244686054185195, 37.46277110805912, 35.62561535871677, 35.472105177920035, 35.650852872632996]",1
"[35.37725268948986, 35.28542301089226, 35.19385975330181, 34.81278343949536, 35.0301364447433]",0
"[34.9464831679815, 35.279726326714666, 35.91207010743694, 34.748805566834534, 35.18498420762064]",0
"[34.89899951783914, 34.65114450085347, 35.15029746450199, 35.69349426829024, 58.81976469423148]",1
"[34.437011906138224, 34.89137171394985, 34.883741036599154, 34.739634815394474, 36.00037326721293]",0
"[34.984641810330906, 34.77912229907311, 34.551477347967825, 34.348213356550445, 34.87754528090796]",0
"[34.509331128124515, 34.667685593920694, 34.565471244075965, 35.639095866228324, 34.32803859857576]",0
"[34.904616415993964, 34.29274150251133, 35.66154460466037, 34.422475517844425, 34.914860342506145]",0
"[33.92806210077065, 35.158691643552935, 35.47635165314476, 36.17073334794288, 34.622174581347906]",0
"[35.51898145866363, 35.032592406140346, 34.97893600399069, 35.48441315023497, 34.83719469578288]",0
"[35.13238275688614, 35.33161842240297, 35.137017594777184, 35.092190680308995, 33.91072904255827]",0
"[34.978921568561525, 35.22147524199639, 35.64525760049731, 34.75717278265228, 34.74612665916272]",0
"[35.08557879542494, 35.10324914414212, 34.24076268640736, 34.87691065795228, 34.314957142373764]",0
"[35.20655635630438, 34.65508259309374, 34.839572353001046, 34.69692283861104, 34.532699281706655]",0
"[35.01971790705331, 34.49381385089263, 35.02316991479565, 35.11544861359157, 35.497911840890204]",0
"[35.47838776954161, 34.761463762765324, 34.71564990559002, 36.07735656922398, 59.2005015273082]",1
"[35.473309709699436, 37.43427759265877, 51.800411375514074, 36.10057359638192, 35.40523081623227]",1
"[34.9494932046304, 35.42332620627427, 34.482434743832016, 34.46664506653668, 35.25336728558435]",0
"[35.2133224840931, 34.78901819936879, 35.50035630058957, 38.12841293662005, 56.64680030163341]",1
"[35.22627870767231, 34.721731950109465, 36.634657466036664, 59.087581635631906, 36.472644969449085]",1
"[35.48880299561831, 34.16381974004875, 35.83803592279295, 35.155193895488196, 35.796678850935876]",0
"[34.98594469640507, 34.58677530147228, 34.72925217176583, 37.86738041960769, 50.78490093782057]",1
"[35.398562593345886, 35.2341955052769, 34.895677583096344, 35.50439347014869, 35.52083804889786]",0
"[35.13620260107706, 35.176982450264845, 34.95724307699543, 35.72945826713835, 35.07234425328517]",0
"[34.740263237153215, 35.44725121916856, 34.85779381339494, 35.2219489128446, 35.05828340700135]",0
"[34.906424725577374, 34.40438452258912, 34.52689920744099, 34.920035331542174, 34.331116589376535]",0
"[34.99949395855214, 35.20846535638903, 34.705163060902784, 34.73661590140194, 35.08522848855771]",0
"[35.19351419546854, 35.28605783400718, 35.65896002693871, 34.80507176939645, 35.05097573121607]",0
"[34.73957204654897, 34.91086163588711, 35.479033736911376, 34.60363802697369, 34.71943541013563]",0
"[34.900358794706406, 35.11232935572479, 35.05191500166406, 37.180813198914045, 53.166682728410116]",1
"[35.24364462027757, 35.194241153493884, 34.93222446521014, 34.84312148661285, 34.65164529726688]",0
"[35.352289039660775, 34.925099373789955, 35.11929716497667, 34.81303080727125, 35.53144477669548]",0
"[34.86541293979459, 35.24644376052312, 34.89119378807206, 35.01715161943851, 35.356765124166]",0
"[35.789844641824935, 34.6655639036142, 34.64183727139409, 34.489088422119714, 35.369405167717055]",0
"[34.83739960547635, 34.83898533754837, 34.986960338638376, 34.81295000873464, 33.91840264092337]",0
"[34.83784519162368, 34.665639376088286, 35.05033380595028, 34.69817496708162, 34.966577259406925]",0
"[34.85845713187639, 34.99624706390079, 35.133427877748574, 34.59782545502998, 35.38389876810048]",0
"[35.65196020951426, 35.44340303576069, 35.29292818168194, 35.13855128776058, 34.77980627743908]",0
"[34.85525129279996, 35.10138684804113, 34.91558898972453, 34.99768928048989, 35.39466571417072]",0
"[35.138427076776246, 34.86332165578801, 35.570832962660056, 34.855739403038946, 34.95873699829155]",0
"[34.11780237037553, 35.04629905041539, 35.13354510495982, 34.67069944435648, 35.18291919007384]",0
"[34.79558692056672, 35.34728020071075, 34.575746724760336, 35.57157223511048, 35.33874544992325]",0
"[35.01078067194962, 34.332510720154005, 34.58289255561787, 34.794035284925236, 35.34948981087103]",0
"[37.6219304743169, 58.18795756272431, 36.63885134577443, 34.76332141568238, 35.02562001706147]",1
"[34.863460892660605, 35.66909896555004, 35.29282106592748, 35.17050116115576, 35.32135554717744]",0
"[35.1784936116209, 34.64031948789889, 34.98860694949141, 34.52293609372244, 34.81230221426946]",0
"[35.309319103618215, 35.41720909662394, 35.583498813155735, 35.17261338769364, 34.4353539316886]",0
"[34.436161982420145, 34.82532636797129, 35.733198501671446, 34.84097600427391, 35.14361232328073]",0
"[34.29451721816265, 35.50139473204458, 34.67057329050771, 34.66084984595109, 34.66911656495287]",0
"[35.47127529460929, 35.10263178978791, 34.93111130128976, 38.395083531211355, 63.99939079233952]",1
"[34.47676634770548, 34.74847300713179, 34.952521742964095, 35.054133576917614, 35.15983986191388]",0
"[35.01300546291105, 35.13418594065596, 34.533855341225156, 34.9003299533286, 35.05963546919379]",0
"[35.57246581014441, 34.90726693931117, 35.37647148002348, 35.46758093187835, 35.17976492840021]",0
"[35.583920934927114, 34.6442799500502, 34.1588624961576, 34.63141609627495, 34.49652138137972]",0
"[35.039526057784244, 35.41338403376971, 35.08683944220814, 34.78512659054913, 34.72635964252258]",0
"[58.668266964186515, 37.23009968321145, 34.87989987513549, 34.33077305982453, 35.13157113782527]",1
"[35.33791086224818, 35.13810686659354, 35.032542165318674, 35.16807890715593, 35.01534364914761]",0
"[35.149545952817256, 34.96809639526727, 36.541749791066614, 54.907821105089766, 36.82361404502999]",1
"[34.266370582584194, 34.93360959160123, 35.477041985253294, 35.19554636263569, 34.943774095589745]",0
"[34.68988819859143, 35.150297959519015, 37.661507733223274, 51.74235415444588, 37.87242509812116]",1
"[34.90817627350461, 34.762752307483154, 34.99285237076659, 35.0480882547478, 34.77760673499117]",0
"[35.339385658883394, 33.777746703834275, 35.43611133412486, 35.13324303126001, 34.17807540803605]",0
"[35.061056235026946, 34.978638790130915, 35.213432971164906, 34.972589184708475, 34.76997249400136]",0
"[35.03735061088457, 34.79601597349224, 35.623746629973134, 35.58491566736846, 35.06862023765674]",0
"[34.36950280338875, 35.29885089798184, 34.59345082911488, 35.43845225025804, 35.32704912257491]",0
"[35.043704102492946, 34.81360535386129, 34.878926735144574, 35.34750885624038, 35.011373844303016]",0
"[34.77511662530912, 34.70451618804812, 35.45943456010834, 35.05458333816441, 34.38396431693322]",0
"[34.87538394774353, 35.06657090543157, 35.24377770414453, 35.44794896348531, 34.92638256429849]",0
"[35.53608307192575, 35.260597961469955, 35.36054385389598, 35.183318518761716, 34.56377587857828]",0
"[62.27134133252881, 35.98967445039631, 35.82543761567299, 35.02263474542436, 34.72156943696426]",1
"[35.41446908432738, 34.93285360804036, 34.507097735635, 35.33117451798985, 34.91854309659355]",0
"[34.94270490166037, 34.14804368895788, 34.82498140725303, 34.74354554669971, 35.04477179591109]",0
"[35.03266824861206, 34.33549820059244, 35.58227085582965, 34.43085250455209, 34.72485493247009]",0
"[34.12104648686557, 34.69278539078001, 34.592572558070415, 35.112182838598486, 34.841584965326824]",0
"[35.1644132467646, 34.81594507779832, 34.906260135561034, 35.29415387424124, 34.59438573649922]",0
"[35.22937738132413, 35.06162622385343, 35.07045642306765, 35.22083698072985, 34.40542033428837]",0
"[35.2201781125067, 35.13523692692744, 34.55645871933209, 34.960824325757486, 35.0299400211275]",0
"[34.60593772258266, 35.05445915942526, 34.79697108833466, 34.918834541213876, 34.738743977570145]",0
"[35.53646771084787, 34.76238518874031, 35.190932852404316, 35.2907234437549, 35.075605771632254]",0
"[35.38804274024482, 34.5658128745493, 33.895720099207814, 34.880196920470524, 35.420585143200526]",0
"[34.94704508311388, 35.11324342296091, 34.80170919005796, 34.87780609219035, 35.09668914271117]",0
"[34.352164333263644, 35.41329764696103, 35.051357652252136, 35.466987950286956, 35.12488516431045]",0
"[35.22365132113539, 35.44784524537216, 35.135256461486286, 35.38061050177198, 35.159515846824114]",0
"[34.92538792898969, 35.29160199893327, 35.148885253349825, 37.74944434956685, 54.07398530385362]",1
"[35.42294412580848, 35.46595316519003, 35.29702455737386, 37.94047053094943, 64.41224845989356]",1
"[36.61073961781895, 34.89146091417574, 35.21801623898925, 35.40824585860057, 34.7905725238838]",0
"[34.4363073299349, 34.55328652420564, 34.315080072117816, 34.83007192614314, 34.87688249898543]",0
"[36.71590027132569, 61.01019159601552, 36.859310174574304, 34.84324075378036, 34.42014698383374]",1
"[35.33652261319233, 35.64119402643742, 34.770505654509854, 34.689502806410886, 35.42089626003801]",0
"[35.11549638808638, 34.44831966596792, 34.83092677932241, 35.47487054691535, 34.562484018814054]",0
"[34.600994389164214, 35.28982417903976, 35.63514482852905, 34.670193700477306, 34.73388367590683]",0
"[35.1588662899372, 35.3610221126024, 35.10227882202978, 34.31412584170337, 35.29300906516368]",0
"[35.31320709704247, 34.76256738718618, 35.388555448258536, 35.023160050416735, 35.39421474789235]",0
"[35.023931909244354, 35.84006161868052, 34.31321609574564, 34.84577801360605, 35.4977059014289]",0
"[35.36330882436832, 35.062610255560664, 36.02656663016379, 34.825741896219654, 35.323047070317244]",0
"[35.39414412511274, 35.33595071323563, 34.12717812176311, 35.27376352521032, 35.644147053065886]",0
"[34.36359988311647, 35.54316824327971, 35.094698203728946, 35.1840891809623, 34.55128928591449]",0
"[35.271125161208786, 34.992743413167005, 35.547654616575926, 34.65552696875996, 35.0069438630741]",0
"[35.43533482773238, 34.92480929432509, 34.601888027497566, 35.23103665856814, 35.24999774807628]",0
"[35.047337451224, 35.20749626455305, 35.003311869202925, 34.43608408209128, 34.63959973260884]",0
"[35.25970497274966, 34.64694437007703, 35.357364118583334, 35.08343374875312, 35.17430547283643]",0
